% # columns="iteration, evaluation, min 25%tile 75%tile max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=2567, Fri Aug 28 18:38:59 2026
1 9 -0.11327771559412578 -0.040531987174192353 0.0370296350379438 0.07706264220371578 0.8828105538039668 0.9689940271173253 0.9863193022900255 0.9899852974743021 1.0256556514688566 1.0400682657754212 1.0932007744943377
2 18 -0.11327771559412578 -0.04053198717419233 0.0370296350379438 0.0770626422037158 0.8828105538039671 0.9689940271173254 0.9863193022900255 0.9899852974743021 1.0256556514688568 1.0400682657754214 1.093200774494338
2 18 -0.11327771559412578 -0.040531987174192353 0.0370296350379438 0.07706264220371578 0.8828105538039668 0.9689940271173253 0.9863193022900255 0.9899852974743021 1.0256556514688566 1.0400682657754212 1.0932007744943377
2 18 -0.11327771559412578 -0.04053198717419236 0.0370296350379438 0.07706264220371577 0.882810553803967 0.9689940271173253 0.9863193022900257 0.9899852974743021 1.0256556514688568 1.0400682657754214 1.093200774494338
2 18 -0.11327771559412578 -0.04053198717419236 0.0370296350379438 0.07706264220371578 0.8828105538039667 0.9689940271173252 0.9863193022900252 0.9899852974743021 1.0256556514688568 1.040068265775421 1.0932007744943375
2 18 -0.1132777155941258 -0.04053198717419246 0.037029635037943806 0.07706264220371578 0.8828105538039667 0.9689940271173254 0.9863193022900254 0.9899852974743022 1.0256556514688568 1.0400682657754214 1.0932007744943377
2 18 -0.11327771559412578 -0.04053198717419246 0.0370296350379438 0.07706264220371578 0.882810553803967 0.9689940271173254 0.9863193022900253 0.9899852974743022 1.0256556514688568 1.040068265775421 1.093200774494338
3 27 -0.11327771559412578 -0.04053198717419233 0.0370296350379438 0.0770626422037158 0.8828105538039671 0.9689940271173254 0.9863193022900255 0.9899852974743021 1.0256556514688568 1.0400682657754214 1.093200774494338
3 27 -0.11327771559412578 -0.040531987174192353 0.0370296350379438 0.07706264220371578 0.8828105538039668 0.9689940271173253 0.9863193022900255 0.9899852974743021 1.0256556514688566 1.0400682657754212 1.0932007744943377
3 27 -0.11327771559412578 -0.04053198717419236 0.0370296350379438 0.07706264220371577 0.882810553803967 0.9689940271173253 0.9863193022900257 0.9899852974743021 1.0256556514688568 1.0400682657754214 1.093200774494338
3 27 -0.11327771559412578 -0.04053198717419236 0.0370296350379438 0.07706264220371578 0.8828105538039667 0.9689940271173252 0.9863193022900252 0.9899852974743021 1.0256556514688568 1.040068265775421 1.0932007744943375
3 27 -0.1132777155941258 -0.04053198717419246 0.037029635037943806 0.07706264220371578 0.8828105538039667 0.9689940271173254 0.9863193022900254 0.9899852974743022 1.0256556514688568 1.0400682657754214 1.0932007744943377
3 27 -0.11327771559412578 -0.04053198717419246 0.0370296350379438 0.07706264220371578 0.882810553803967 0.9689940271173254 0.9863193022900253 0.9899852974743022 1.0256556514688568 1.040068265775421 1.093200774494338
