% # columns="iteration, evaluation, min 25%tile 75%tile max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=441820, Wed Jul 29 08:40:20 2026
1 8 -0.09592954819938551 -0.008864524222573207 0.020064249889918916 0.1163683081100164 0.9366334630983193 0.9453949916336133 1.001255119645605 1.0485253378487875 1.061616157973813
16 128 -0.3630007489425692 -0.3333924570190076 0.313436038000654 0.3394425816118891 0.7194033435535876 0.8295575176395243 0.880708880229917 0.895911589191122 1.488619308906368
16 128 -0.3630007489425692 -0.3333924570190076 0.313436038000654 0.3394425816118891 0.7194033435535876 0.8295575176395243 0.880708880229917 0.895911589191122 1.488619308906368
3 24 -0.2808634065548489 -0.22358222644268577 -0.05996394114926847 0.2771221375779342 0.88932210563037 0.9599172298845958 0.9867476705673923 1.0139165853577237 1.1340049809300703
4 32 -0.3158589040993739 -0.19730310477221968 -0.012807059017627246 0.23201149943798813 0.88932210563037 0.9599172298845958 0.9867476705673923 1.0139165853577237 1.1340049809300703
5 40 -0.32670213527062475 -0.26867486165135623 0.004524145202156611 0.18450822203075076 0.88932210563037 0.9599172298845958 0.9867476705673923 1.0139165853577237 1.1340049809300703
6 48 -0.2927525140378471 -0.27956869280477487 -0.011544761985313418 0.17718115649577748 0.7051896016750333 0.7888731756854584 1.029519691489902 1.13126115697164 1.2412590937975316
7 56 -0.37016685225802154 -0.2415938951107507 0.08245472780522467 0.1737644867578682 0.7051896016750333 0.7888731756854584 1.029519691489902 1.13126115697164 1.2412590937975316
8 64 -0.3307944378930326 -0.22868787850816852 0.1047974855547381 0.18484869110596866 0.7051896016750333 0.7888731756854584 1.029519691489902 1.13126115697164 1.2412590937975316
9 72 -0.3261605219225951 -0.23353219660702157 0.09242449031070676 0.18299791630829665 0.7051896016750333 0.7888731756854584 1.029519691489902 1.13126115697164 1.2412590937975316
10 80 -0.34352234281095045 -0.24392311469259606 0.07790452569592227 0.27656563370428244 0.7051896016750333 0.7888731756854584 1.029519691489902 1.13126115697164 1.2412590937975316
11 88 -0.28378531312474115 -0.24421205970388365 0.09527190398913515 0.36413597544704907 0.7066420379666901 0.7845742350131071 0.9867093007930365 1.0800987498534405 1.3209435060688373
12 96 -0.3165555187640037 -0.24776200871345733 0.09993511480502022 0.38214303913870795 0.7066420379666901 0.7845742350131071 0.9867093007930365 1.0800987498534405 1.3209435060688373
2 16 -0.10690801845051474 -0.04083501842195699 0.12389753595741647 0.14931881152611123 0.9366334630983193 0.9453949916336133 1.001255119645605 1.0485253378487875 1.061616157973813
13 104 -0.4228205000346223 -0.23603771794357853 0.17515805112690241 0.37839472164111887 0.7066420379666901 0.7845742350131071 0.9867093007930365 1.0800987498534405 1.3209435060688373
14 112 -0.4841528850766904 -0.20822887139746896 0.08693839196851433 0.3233027137258272 0.7066420379666901 0.7845742350131071 0.9867093007930365 1.0800987498534405 1.3209435060688373
15 120 -0.45982636010948447 -0.26213937556544104 0.14716525067878936 0.33949218883933113 0.7066420379666901 0.7845742350131071 0.9867093007930365 1.0800987498534405 1.3209435060688373
16 128 -0.5235922707473382 -0.2765884353113241 0.14330540828480506 0.4013583287923296 0.6290368029210955 0.7828456387981152 0.8699836898960565 1.1518368945515154 1.3812550648053175
16 128 -0.5235922707473382 -0.2765884353113241 0.14330540828480506 0.4013583287923296 0.6290368029210955 0.7828456387981152 0.8699836898960565 1.1518368945515154 1.3812550648053175
3 24 -0.07110022780712699 -0.05268254696085143 0.12875989750042832 0.15344663442834283 0.9366334630983193 0.9453949916336133 1.001255119645605 1.0485253378487875 1.061616157973813
4 32 -0.10639127107326071 -0.0238958394555635 0.05395142892300936 0.23708112870964038 0.9366334630983193 0.9453949916336133 1.001255119645605 1.0485253378487875 1.061616157973813
5 40 -0.09743026465152721 -0.017224263287884845 0.1703526087745651 0.26383374876884763 0.9366334630983193 0.9453949916336133 1.001255119645605 1.0485253378487875 1.061616157973813
6 48 -0.14882896620058508 -0.011593457220316277 0.1310083291014103 0.20795076081427707 0.8466076266164418 0.8963270573169946 1.0089066144640477 1.0224947573118526 1.190153455415225
7 56 -0.12186543208484839 -0.04519078906971303 0.17343433852827353 0.2450292671598021 0.8466076266164418 0.8963270573169946 1.0089066144640477 1.0224947573118526 1.190153455415225
8 64 -0.16775493703467084 -0.0434706941657562 0.1505671213609769 0.20696235920026687 0.8466076266164418 0.8963270573169946 1.0089066144640477 1.0224947573118526 1.190153455415225
9 72 -0.10207472011492318 -0.013657009151539327 0.1280380635736003 0.30742941866486645 0.8466076266164418 0.8963270573169946 1.0089066144640477 1.0224947573118526 1.190153455415225
10 80 -0.1818447898173095 0.0029430333054620054 0.10193993092957107 0.3181939487876483 0.8466076266164418 0.8963270573169946 1.0089066144640477 1.0224947573118526 1.190153455415225
11 88 -0.156571734740816 -0.015619780107055677 0.14451190811673506 0.36014580020153897 0.7509836179967617 0.9130427766334596 0.9913793631535782 1.0644335358057868 1.2192311920645538
12 96 -0.16262369518661066 -0.06935416714957085 0.16676014819935647 0.48032308406937574 0.7509836179967617 0.9130427766334596 0.9913793631535782 1.0644335358057868 1.2192311920645538
13 104 -0.11869497132346302 -0.07363642284104473 0.1599079436510004 0.470302496684148 0.7509836179967617 0.9130427766334596 0.9913793631535782 1.0644335358057868 1.2192311920645538
14 112 -0.12106244482747142 -0.09233369070464567 0.21951116462869877 0.37605127675354777 0.7509836179967617 0.9130427766334596 0.9913793631535782 1.0644335358057868 1.2192311920645538
15 120 -0.10086582187718195 -0.08916595762842167 0.23732944327286018 0.3573917259282577 0.7509836179967617 0.9130427766334596 0.9913793631535782 1.0644335358057868 1.2192311920645538
16 128 -0.10043565515030069 -0.03730707143562462 0.25232408336473044 0.29425507398562023 0.8293849115587951 0.8348959645734509 0.9629691108041052 1.0560564542407043 1.25399547603302
16 128 -0.10043565515030069 -0.03730707143562462 0.25232408336473044 0.29425507398562023 0.8293849115587951 0.8348959645734509 0.9629691108041052 1.0560564542407043 1.25399547603302
