% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=441820, Wed Jul 29 08:40:20 2026, <python>{}</python>
1 8 0.23964088411342394 0 0 0.24331081868495658 0.2314785690843827 0.21997535543182442 0.23502368882276756 0.2196782280431762
16 128 0.11096097516479207 0 0 0.013863801502305307 0.014092454513286636 0.014105377726869638 0.06584557016664586 0.10450024944086196
16 128 0.11096097516479207 0 0 0.013863801502305307 0.014092454513286636 0.014105377726869638 0.06584557016664586 0.10450024944086196
3 24 0.36699648336595475 0 0 0.012692709868374404 0.010719998585620748 0.012668497079433851 0.3556042256934446 0.3673114286796965
4 32 0.4697916858178599 0 0 0.012692709868374404 0.01071999858562075 0.012668497079433851 0.44406535078349596 0.4796701988928804
5 40 0.5556104258097474 0 0 0.012692709868374405 0.01071999858562075 0.012668497079433854 0.5384316170085897 0.5697342857941329
6 48 0.5693529464292336 0 0 0.012692709868374405 0.010719998585620751 0.012668497079433854 0.5440021739000628 0.5672485428512195
7 56 0.5663482698092764 0 0 0.012487379672802343 0.01071999858562075 0.011996681987858485 0.5195976916558344 0.5512338553332913
8 64 0.5808665981592772 0 0 0.012439714074663802 0.010544916396695697 0.012668497079433856 0.48808947142841014 0.5930161123576438
9 72 0.5264703691566129 0 0 0.01187419065174762 0.009270240896053281 0.01067659947848631 0.4232434045171753 0.5396569709865222
10 80 0.5602981017253075 0 0 0.012615520902217493 0.010353565703308759 0.011020736011431484 0.45029203989540356 0.5626633384403504
11 88 0.4873557492344823 0 0 0.010732775053780145 0.008878864800958605 0.009405281538546856 0.37841457880300894 0.4683359721896489
12 96 0.4328706039772474 0 0 0.009881445758794972 0.00718898317187951 0.008252131021158366 0.33270967511047095 0.38629233864131224
2 16 0.23755987941634618 0 0 0.2651134050983635 0.22428314878190952 0.21066697971277176 0.2322797347449091 0.20547932266008506
13 104 0.3518988220477591 0 0 0.007961097211787106 0.00579077837881569 0.006390763281919986 0.2629349941990748 0.29199678893034814
14 112 0.32562409538309844 0 0 0.006847481924188783 0.005191892765935453 0.005893328951753122 0.23691781095899783 0.26912768205094073
15 120 0.31071177808393546 0 0 0.006913941734359389 0.005026771347551297 0.005044068948565684 0.22149639497063583 0.25054348258610376
16 128 0.29075253811095236 0 0 0.006484372000049685 0.004459921860792405 0.004670062166692881 0.2031966884796981 0.23040233618857753
16 128 0.29075253811095236 0 0 0.006484372000049685 0.004459921860792405 0.004670062166692881 0.2031966884796981 0.23040233618857753
3 24 0.2367589233543577 0 0 0.2848824718507129 0.21221724609923862 0.20831102189650805 0.2291672994782251 0.17514194362388769
4 32 0.22874477989592093 0 0 0.2899769897553962 0.18518196506578097 0.1954029620896092 0.21210038226567607 0.1651679279239955
5 40 0.24788832521556148 0 0 0.3333333333333333 0.1908754888499496 0.19887379797700788 0.2181963209806918 0.18069472763550357
6 48 0.21127958843822214 0 0 0.27460571211181833 0.1624471088293689 0.15308452378515636 0.1783234762394693 0.15185902701135712
7 56 0.18939713322738558 0 0 0.24338334829729416 0.13562016186146328 0.13439264521571856 0.15593919073073131 0.1410206052211161
8 64 0.16700993267984574 0 0 0.2157284337533886 0.11865621679246109 0.11325144088551234 0.1268108358055093 0.11972299235536273
9 72 0.1698414470297896 0 0 0.21969991470243644 0.1343692822664235 0.1091385087605555 0.11787034283261423 0.11794402588366774
10 80 0.17776989636855026 0 0 0.21022634143575042 0.1420888014421641 0.11115702714731461 0.12324003379598614 0.13723137418532078
11 88 0.17044747358671533 0 0 0.1948741373359173 0.128788272470353 0.10793958242073133 0.1258850290991842 0.12826874531912572
12 96 0.14700892438410165 0 0 0.17179800728016797 0.11039399744549835 0.08545862700219127 0.10488848280492048 0.10913862629950327
13 104 0.13198154490638436 0 0 0.15548204360589515 0.09396450980398903 0.07734939208705226 0.09074219980859288 0.09239176312336225
14 112 0.13532482588739447 0 0 0.1611860950491344 0.09708925679065811 0.07779959053550169 0.09023439862464228 0.09274907876832728
15 120 0.12827778751699495 0 0 0.15412344061312147 0.08607407689005377 0.07303324958449207 0.08364493783036012 0.08843092746749534
16 128 0.11855987435535191 0 0 0.14207431734792453 0.07732896918350736 0.062049669486733385 0.07542433096857035 0.08107608808646914
16 128 0.11855987435535191 0 0 0.14207431734792453 0.07732896918350736 0.062049669486733385 0.07542433096857035 0.08107608808646914
